v1
0.8.0-synthetic
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Synthetic Linux (stutterscope demo data),Synthetic CPU,Synthetic GPU,32 GB,6.9.0,1.0.0,schedutil
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
79.17,12.632,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48816644155
73.43,13.619,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48830263324
97.82,10.223,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48840486125
75.59,13.230,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48853715870
81.43,12.280,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48865995626
76.67,13.044,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48879039289
84.40,11.848,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48890887587
75.12,13.312,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48904199438
90.37,11.066,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48915265302
81.03,12.341,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48927606486
77.31,12.935,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48940541116
84.43,11.844,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48952385428
74.15,13.487,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48965872120
69.14,14.463,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48980335150
73.89,13.534,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,48993868728
75.82,13.189,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49007057777
83.81,11.932,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49018989578
90.13,11.095,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49030085045
84.31,11.861,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49041946396
86.29,11.588,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49053534730
78.16,12.795,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49066329266
78.98,12.662,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49078990890
65.04,15.376,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49094366962
74.60,13.405,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49107771722
97.11,10.297,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49118068941
80.71,12.390,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49130459283
80.21,12.468,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49142927190
67.62,14.789,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49157716610
85.92,11.639,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49169355602
72.68,13.759,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49183114257
70.03,14.280,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49197393954
77.26,12.944,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49210337567
83.04,12.042,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49222380054
82.98,12.051,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49234431414
75.23,13.293,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49247724486
96.44,10.369,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49258093791
103.39,9.673,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49267766339
78.42,12.752,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49280518217
75.81,13.192,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49293709745
79.43,12.590,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49306299826
80.52,12.420,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49318719698
84.12,11.888,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49330608151
96.40,10.374,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49340981758
66.83,14.964,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49355945796
67.41,14.836,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49370781310
87.57,11.420,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49382201153
77.87,12.842,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49395042752
75.09,13.317,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49408359821
73.86,13.538,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49421898252
86.74,11.528,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49433426655
70.36,14.213,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49447639257
83.58,11.964,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49459603573
87.48,11.431,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49471034401
73.93,13.526,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49484560828
92.14,10.854,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49495414337
72.34,13.823,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49509237175
98.09,10.195,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49519432013
61.49,16.262,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49535693877
62.86,15.908,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49551601796
77.86,12.843,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49564444879
80.63,12.402,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49576846806
86.35,11.580,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49588427296
78.21,12.787,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49601213883
83.53,11.972,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49613185542
88.48,11.302,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49624487170
83.33,12.000,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49636487467
75.78,13.195,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49649682887
95.35,10.487,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49660170183
89.42,11.183,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49671353541
76.49,13.074,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49684427298
84.42,11.845,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49696272631
77.66,12.877,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49709149663
76.49,13.073,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49722222425
64.85,15.419,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49737641642
74.12,13.492,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49751133638
108.96,9.178,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49760311509
82.36,12.142,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49772453319
91.91,10.880,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49783333191
74.69,13.389,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49796722510
74.21,13.476,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49810198565
78.21,12.786,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49822984209
78.02,12.817,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49835801367
91.69,10.906,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49846707559
67.69,14.773,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49861480358
87.77,11.393,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49872873439
65.77,15.205,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49888078522
105.63,9.467,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49897545946
83.40,11.991,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49909536940
79.29,12.612,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49922149393
77.76,12.860,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49935009377
85.75,11.662,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49946671750
83.79,11.935,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49958607004
67.55,14.805,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49973411659
90.70,11.025,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49984437085
100.12,9.988,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,49994424984
78.84,12.685,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50007109653
80.72,12.388,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50019497978
98.64,10.137,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50029635392
97.24,10.284,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50039919425
90.94,10.997,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50050916141
83.89,11.920,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50062835814
73.72,13.564,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50076400264
75.17,13.302,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50089702642
82.33,12.146,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50101848519
90.18,11.089,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50112937294
84.82,11.790,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50124727155
70.22,14.240,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50138967554
87.47,11.433,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50150400113
64.92,15.404,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50165803895
76.90,13.004,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50178808206
91.07,10.980,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50189788538
69.38,14.414,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50204202141
75.69,13.212,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50217414251
73.59,13.589,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50231002940
75.28,13.283,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50244286196
80.65,12.399,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50256685008
77.06,12.977,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50269661998
75.15,13.307,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50282969486
85.14,11.745,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50294714314
71.14,14.057,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50308771202
69.62,14.363,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50323134453
85.74,11.663,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50334797513
89.45,11.179,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50345976339
73.13,13.674,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50359650133
87.28,11.457,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50371107470
66.40,15.060,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50386167257
84.82,11.790,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50397957322
74.59,13.407,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50411364279
76.15,13.132,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50424495947
85.30,11.724,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50436219673
75.23,13.293,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50449512267
81.83,12.220,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50461732074
85.56,11.687,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50473419210
68.95,14.503,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50487921864
83.21,12.018,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50499940081
66.27,15.090,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50515029591
69.40,14.409,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50529438811
69.77,14.332,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50543771194
82.50,12.121,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50555891979
72.01,13.886,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50569778365
81.77,12.230,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50582008407
76.42,13.086,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50595094302
79.71,12.546,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50607639929
100.62,9.939,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50617578499
92.94,10.760,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50628338535
80.13,12.480,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50640818199
67.26,14.868,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50655686682
74.27,13.464,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50669150535
75.78,13.196,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50682346462
83.16,12.025,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50694371067
69.28,14.434,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50708805138
67.96,14.715,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50723520344
67.69,14.772,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50738292682
104.52,9.568,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50747860519
82.52,12.119,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50759979242
73.54,13.599,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50773577889
85.35,11.716,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50785293815
68.80,14.534,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50799827777
75.20,13.299,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50813126386
74.53,13.417,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50826543855
69.24,14.442,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50840985675
122.24,8.181,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50849166461
98.04,10.199,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50859365883
73.80,13.551,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50872916796
83.99,11.905,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50884822289
112.30,8.905,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50893727330
102.85,9.723,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50903450402
96.68,10.343,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50913793420
83.77,11.938,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50925731149
78.41,12.753,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50938483972
69.38,14.414,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50952897485
82.42,12.133,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50965030593
82.21,12.164,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50977194856
72.74,13.748,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,50990943260
82.12,12.177,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51003120243
79.40,12.595,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51015715030
92.92,10.762,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51026477255
79.19,12.628,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51039104934
76.06,13.147,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51052251615
85.11,11.750,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51064001475
91.57,10.921,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51074922552
87.83,11.386,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51086308407
70.91,14.101,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51100409805
73.12,13.676,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51114085482
76.10,13.141,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51127226247
83.30,12.004,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51139230730
79.53,12.573,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51151803948
70.14,14.256,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51166060271
137.48,7.274,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51173334178
80.58,12.409,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51185743662
79.79,12.532,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51198275961
71.87,13.915,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51212190756
78.67,12.712,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51224902320
78.81,12.688,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51237590797
95.81,10.437,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51248027804
86.27,11.591,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51259618954
84.25,11.869,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51271488001
76.01,13.156,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51284643793
79.23,12.621,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51297264584
71.70,13.947,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51311212000
71.66,13.954,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51325165823
85.13,11.747,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51336913189
80.73,12.387,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51349300159
82.57,12.111,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51361411357
87.97,11.367,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51372778829
77.57,12.892,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51385670840
79.40,12.594,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51398265300
80.07,12.489,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51410754660
87.12,11.479,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51422233387
80.03,12.495,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51434728766
74.69,13.390,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51448118325
74.04,13.506,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51461624232
81.47,12.275,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51473899154
79.67,12.552,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51486450830
71.89,13.911,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51500361870
62.78,15.928,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51516289735
106.11,9.424,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51525713889
69.09,14.473,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51540187179
82.08,12.183,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51552369873
85.68,11.671,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51564041223
102.74,9.733,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51573774411
78.79,12.692,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51586466720
79.09,12.644,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51599110946
84.09,11.892,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51611003430
72.41,13.810,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51624813445
89.18,11.213,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51636026270
88.88,11.251,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51647276867
80.11,12.484,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51659760376
87.00,11.494,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51671254304
66.05,15.141,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51686395441
73.53,13.599,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51699994656
68.85,14.524,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51714518854
69.60,14.368,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51728886423
81.71,12.239,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51741125157
86.83,11.516,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51752641421
75.81,13.191,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51765832137
94.26,10.609,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51776441602
73.23,13.656,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51790097308
81.86,12.216,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51802313330
90.10,11.099,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51813412214
84.26,11.867,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51825279686
74.93,13.346,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51838625946
86.09,11.616,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51850242035
67.55,14.803,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51865045146
72.35,13.821,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51878866410
74.12,13.491,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51892357891
86.10,11.615,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51903972805
70.38,14.209,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51918182226
79.68,12.550,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51930731847
86.97,11.498,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51942229637
81.58,12.258,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51954487704
78.45,12.747,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51967234632
75.58,13.232,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51980466314
76.17,13.129,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,51993594961
86.30,11.588,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52005182997
74.22,13.474,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52018657096
84.37,11.852,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52030508994
84.48,11.837,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52042346249
86.11,11.613,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52053959083
87.12,11.478,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52065436903
73.01,13.697,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52079134258
83.56,11.967,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52091101625
73.69,13.570,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52104671750
70.75,14.134,86,86.6,50,58,64,1800,9500,6.2,155.0,9.4,0.0,640,4200,52118805951
