Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),CPUClk(MHz),CPUUtil(%)
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,37.949599,7.176,7.176,0.144,7.176,7.176,13.866,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,37.958320,8.721,8.721,0.174,8.721,8.721,16.275,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,37.965025,6.706,6.706,0.134,6.706,6.706,12.833,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,37.973552,8.526,8.526,0.171,8.526,8.526,16.086,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,37.982443,8.892,8.892,0.178,8.892,8.892,17.679,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,37.988439,5.996,5.996,0.120,5.996,5.996,11.939,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,37.996499,8.060,8.060,0.161,8.060,8.060,16.613,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.002840,6.341,6.341,0.127,6.341,6.341,13.801,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.010555,7.715,7.715,0.154,7.715,7.715,15.223,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.019436,8.881,8.881,0.178,8.881,8.881,17.215,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.027779,8.343,8.343,0.167,8.343,8.343,16.577,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.035576,7.798,7.798,0.156,7.798,7.798,15.101,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.043422,7.846,7.846,0.157,7.846,7.846,15.644,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.052366,8.944,8.944,0.179,8.944,8.944,18.130,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.058489,6.123,6.123,0.122,6.123,6.123,12.924,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.066634,8.146,8.146,0.163,8.146,8.146,17.598,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.075050,8.415,8.415,0.168,8.415,8.415,17.385,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.083046,7.996,7.996,0.160,7.996,7.996,17.144,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.090238,7.192,7.192,0.144,7.192,7.192,15.192,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.097308,7.071,7.071,0.141,7.071,7.071,14.285,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.105782,8.474,8.474,0.169,8.474,8.474,15.717,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.114536,8.754,8.754,0.175,8.754,8.754,17.529,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.123229,8.693,8.693,0.174,8.693,8.693,16.948,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.129925,6.696,6.696,0.134,6.696,6.696,12.914,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.137327,7.402,7.402,0.148,7.402,7.402,14.935,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.144335,7.008,7.008,0.140,7.008,7.008,14.936,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.151945,7.610,7.610,0.152,7.610,7.610,15.458,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.160271,8.326,8.326,0.167,8.326,8.326,16.206,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.166964,6.693,6.693,0.134,6.693,6.693,13.347,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.174225,7.261,7.261,0.145,7.261,7.261,15.036,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.184023,9.798,9.798,0.196,9.798,9.798,19.693,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.191535,7.513,7.513,0.150,7.513,7.513,13.914,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.200021,8.486,8.486,0.170,8.486,8.486,18.628,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.207880,7.859,7.859,0.157,7.859,7.859,15.090,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.214805,6.924,6.924,0.138,6.924,6.924,14.626,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.223342,8.538,8.538,0.171,8.538,8.538,17.504,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.230038,6.696,6.696,0.134,6.696,6.696,13.556,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.238266,8.228,8.228,0.165,8.228,8.228,15.893,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.245844,7.578,7.578,0.152,7.578,7.578,14.334,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.253659,7.814,7.814,0.156,7.814,7.814,16.877,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.261581,7.923,7.923,0.158,7.923,7.923,14.927,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.267657,6.076,6.076,0.122,6.076,6.076,12.659,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.276834,9.177,9.177,0.184,9.177,9.177,19.786,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.283643,6.809,6.809,0.136,6.809,6.809,13.168,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.290373,6.730,6.730,0.135,6.730,6.730,13.680,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.297178,6.805,6.805,0.136,6.805,6.805,13.832,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.304317,7.140,7.140,0.143,7.140,7.140,15.211,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.311500,7.182,7.182,0.144,7.182,7.182,13.513,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.320775,9.275,9.275,0.186,9.275,9.275,20.304,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.328680,7.905,7.905,0.158,7.905,7.905,15.747,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.335718,7.038,7.038,0.141,7.038,7.038,13.939,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.342262,6.545,6.545,0.131,6.545,6.545,13.144,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.349508,7.246,7.246,0.145,7.246,7.246,13.330,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.358273,8.765,8.765,0.175,8.765,8.765,18.739,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.363695,5.422,5.422,0.108,5.422,5.422,9.082,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.370445,6.750,6.750,0.135,6.750,6.750,13.679,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.379033,8.587,8.587,0.172,8.587,8.587,18.549,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.387116,8.084,8.084,0.162,8.084,8.084,15.539,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.394413,7.297,7.297,0.146,7.297,7.297,14.766,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.403398,8.984,8.984,0.180,8.984,8.984,20.444,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.412608,9.210,9.210,0.184,9.210,9.210,18.827,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.420337,7.729,7.729,0.155,7.729,7.729,16.853,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.430387,10.050,10.050,0.201,10.050,10.050,20.231,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.438217,7.831,7.831,0.157,7.831,7.831,14.829,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.445334,7.116,7.116,0.142,7.116,7.116,11.717,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.452682,7.348,7.348,0.147,7.348,7.348,14.424,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.460665,7.983,7.983,0.160,7.983,7.983,14.129,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.467624,6.959,6.959,0.139,6.959,6.959,12.900,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.476276,8.653,8.653,0.173,8.653,8.653,17.560,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.483696,7.420,7.420,0.148,7.420,7.420,12.779,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.492308,8.611,8.611,0.172,8.611,8.611,16.801,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.498014,5.706,5.706,0.114,5.706,5.706,11.084,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.505903,7.889,7.889,0.158,7.889,7.889,15.219,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.513865,7.961,7.961,0.159,7.961,7.961,14.575,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.521380,7.516,7.516,0.150,7.516,7.516,16.066,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.526968,5.588,5.588,0.112,5.588,5.588,11.071,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.535466,8.498,8.498,0.170,8.498,8.498,17.689,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.541978,6.512,6.512,0.130,6.512,6.512,11.775,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.551431,9.452,9.452,0.189,9.452,9.452,19.522,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.559430,8.000,8.000,0.160,8.000,8.000,16.657,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.565984,6.554,6.554,0.131,6.554,6.554,15.279,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.572850,6.866,6.866,0.137,6.866,6.866,15.676,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.582412,9.562,9.562,0.191,9.562,9.562,20.528,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.588605,6.193,6.193,0.124,6.193,6.193,12.022,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.616695,28.090,28.090,0.562,28.090,28.090,57.809,1800,9500,55,62,4200,45
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.625313,8.618,8.618,0.172,8.618,8.618,17.845,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.633981,8.667,8.667,0.173,8.667,8.667,17.952,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.641239,7.259,7.259,0.145,7.259,7.259,14.957,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.651332,10.092,10.092,0.202,10.092,10.092,20.417,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.660066,8.734,8.734,0.175,8.734,8.734,16.011,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.668607,8.541,8.541,0.171,8.541,8.541,17.998,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.675427,6.819,6.819,0.136,6.819,6.819,13.317,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.682196,6.770,6.770,0.135,6.770,6.770,13.806,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.688901,6.705,6.705,0.134,6.705,6.705,11.711,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.697421,8.520,8.520,0.170,8.520,8.520,17.077,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.705982,8.561,8.561,0.171,8.561,8.561,16.816,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.712125,6.142,6.142,0.123,6.142,6.142,12.914,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.720689,8.564,8.564,0.171,8.564,8.564,17.551,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.730157,9.468,9.468,0.189,9.468,9.468,17.884,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.737907,7.750,7.750,0.155,7.750,7.750,14.985,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.744657,6.750,6.750,0.135,6.750,6.750,13.603,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.753406,8.749,8.749,0.175,8.749,8.749,16.758,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.760027,6.621,6.621,0.132,6.621,6.621,11.770,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.767850,7.823,7.823,0.156,7.823,7.823,14.477,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.776338,8.489,8.489,0.170,8.489,8.489,17.980,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.786637,10.298,10.298,0.206,10.298,10.298,20.387,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.795144,8.507,8.507,0.170,8.507,8.507,17.042,1800,9500,50,62,4200,40
stutterscope-synthetic-demo,Synthetic GPU (not real hardware),Synthetic CPU (not real hardware),2560x1440,DXGI,0,4242,0x000001,0,0,Hardware: Independent Flip,0,38.803048,7.904,7.904,0.158,7.904,7.904,16.091,1800,9500,50,62,4200,40
