Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange,msFlipDelay,msUntilRenderStart,msGPUActive,msGPUVideoActive,msSinceInput,QPCTime
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.315673,0.268,13.400,0,Hardware: Independent Flip,6.030,13.400,13.400,0.000,-1.340,6.700,0.000,0.000,49100000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.327619,0.239,11.946,0,Hardware: Independent Flip,5.376,11.946,11.946,0.000,-1.195,5.973,0.000,0.000,49110000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.340449,0.257,12.830,0,Hardware: Independent Flip,5.773,12.830,12.830,0.000,-1.283,6.415,0.000,0.000,49120000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.353604,0.263,13.156,0,Hardware: Independent Flip,5.920,13.156,13.156,0.000,-1.316,6.578,0.000,0.000,49130000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.366757,0.263,13.153,0,Hardware: Independent Flip,5.919,13.153,13.153,0.000,-1.315,6.577,0.000,0.000,49140000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.378036,0.226,11.279,0,Hardware: Independent Flip,5.076,11.279,11.279,0.000,-1.128,5.639,0.000,0.000,49150000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.391069,0.261,13.033,0,Hardware: Independent Flip,5.865,13.033,13.033,0.000,-1.303,6.516,0.000,0.000,49160000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.400735,0.193,9.665,0,Hardware: Independent Flip,4.349,9.665,9.665,0.000,-0.967,4.833,0.000,0.000,49170000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.412579,0.237,11.845,0,Hardware: Independent Flip,5.330,11.845,11.845,0.000,-1.184,5.922,0.000,0.000,49180000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.424307,0.235,11.727,0,Hardware: Independent Flip,5.277,11.727,11.727,0.000,-1.173,5.864,0.000,0.000,49190000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.435185,0.218,10.879,0,Hardware: Independent Flip,4.895,10.879,10.879,0.000,-1.088,5.439,0.000,0.000,49200000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.449443,0.285,14.257,0,Hardware: Independent Flip,6.416,14.257,14.257,0.000,-1.426,7.129,0.000,0.000,49210000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.463981,0.291,14.538,0,Hardware: Independent Flip,6.542,14.538,14.538,0.000,-1.454,7.269,0.000,0.000,49220000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.476143,0.243,12.162,0,Hardware: Independent Flip,5.473,12.162,12.162,0.000,-1.216,6.081,0.000,0.000,49230000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.489202,0.261,13.059,0,Hardware: Independent Flip,5.877,13.059,13.059,0.000,-1.306,6.529,0.000,0.000,49240000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.500531,0.227,11.329,0,Hardware: Independent Flip,5.098,11.329,11.329,0.000,-1.133,5.664,0.000,0.000,49250000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.514016,0.270,13.486,0,Hardware: Independent Flip,6.069,13.486,13.486,0.000,-1.349,6.743,0.000,0.000,49260000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.527184,0.263,13.167,0,Hardware: Independent Flip,5.925,13.167,13.167,0.000,-1.317,6.584,0.000,0.000,49270000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.541328,0.283,14.145,0,Hardware: Independent Flip,6.365,14.145,14.145,0.000,-1.414,7.072,0.000,0.000,49280000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.553247,0.238,11.919,0,Hardware: Independent Flip,5.363,11.919,11.919,0.000,-1.192,5.959,0.000,0.000,49290000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.565196,0.239,11.950,0,Hardware: Independent Flip,5.377,11.950,11.950,0.000,-1.195,5.975,0.000,0.000,49300000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.578439,0.265,13.243,0,Hardware: Independent Flip,5.959,13.243,13.243,0.000,-1.324,6.621,0.000,0.000,49310000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.590199,0.235,11.759,0,Hardware: Independent Flip,5.292,11.759,11.759,0.000,-1.176,5.880,0.000,0.000,49320000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.602427,0.245,12.228,0,Hardware: Independent Flip,5.503,12.228,12.228,0.000,-1.223,6.114,0.000,0.000,49330000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.616775,0.287,14.348,0,Hardware: Independent Flip,6.457,14.348,14.348,0.000,-1.435,7.174,0.000,0.000,49340000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.630561,0.276,13.787,0,Hardware: Independent Flip,6.204,13.787,13.787,0.000,-1.379,6.893,0.000,0.000,49350000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.643276,0.254,12.715,0,Hardware: Independent Flip,5.722,12.715,12.715,0.000,-1.271,6.357,0.000,0.000,49360000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.655440,0.243,12.164,0,Hardware: Independent Flip,5.474,12.164,12.164,0.000,-1.216,6.082,0.000,0.000,49370000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.668630,0.264,13.190,0,Hardware: Independent Flip,5.936,13.190,13.190,0.000,-1.319,6.595,0.000,0.000,49380000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.680172,0.231,11.541,0,Hardware: Independent Flip,5.194,11.541,11.541,0.000,-1.154,5.771,0.000,0.000,49390000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.692484,0.246,12.312,0,Hardware: Independent Flip,5.541,12.312,12.312,0.000,-1.231,6.156,0.000,0.000,49400000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.704232,0.235,11.748,0,Hardware: Independent Flip,5.287,11.748,11.748,0.000,-1.175,5.874,0.000,0.000,49410000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.715491,0.225,11.258,0,Hardware: Independent Flip,5.066,11.258,11.258,0.000,-1.126,5.629,0.000,0.000,49420000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.725584,0.202,10.093,0,Hardware: Independent Flip,4.542,10.093,10.093,0.000,-1.009,5.047,0.000,0.000,49430000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.738115,0.251,12.531,0,Hardware: Independent Flip,5.639,12.531,12.531,0.000,-1.253,6.266,0.000,0.000,49440000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.750292,0.244,12.177,0,Hardware: Independent Flip,5.479,12.177,12.177,0.000,-1.218,6.088,0.000,0.000,49450000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.762720,0.249,12.428,0,Hardware: Independent Flip,5.593,12.428,12.428,0.000,-1.243,6.214,0.000,0.000,49460000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.775005,0.246,12.285,0,Hardware: Independent Flip,5.528,12.285,12.285,0.000,-1.229,6.143,0.000,0.000,49470000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.787848,0.257,12.843,0,Hardware: Independent Flip,5.779,12.843,12.843,0.000,-1.284,6.422,0.000,0.000,49480000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.801375,0.271,13.527,0,Hardware: Independent Flip,6.087,13.527,13.527,0.000,-1.353,6.763,0.000,0.000,49490000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.813670,0.246,12.295,0,Hardware: Independent Flip,5.533,12.295,12.295,0.000,-1.229,6.147,0.000,0.000,49500000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.825303,0.233,11.633,0,Hardware: Independent Flip,5.235,11.633,11.633,0.000,-1.163,5.817,0.000,0.000,49510000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.834840,0.191,9.538,0,Hardware: Independent Flip,4.292,9.538,9.538,0.000,-0.954,4.769,0.000,0.000,49520000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.847379,0.251,12.539,0,Hardware: Independent Flip,5.642,12.539,12.539,0.000,-1.254,6.269,0.000,0.000,49530000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.858916,0.231,11.537,0,Hardware: Independent Flip,5.192,11.537,11.537,0.000,-1.154,5.769,0.000,0.000,49540000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.870366,0.229,11.449,0,Hardware: Independent Flip,5.152,11.449,11.449,0.000,-1.145,5.725,0.000,0.000,49550000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.883815,0.269,13.449,0,Hardware: Independent Flip,6.052,13.449,13.449,0.000,-1.345,6.724,0.000,0.000,49560000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.894054,0.205,10.240,0,Hardware: Independent Flip,4.608,10.240,10.240,0.000,-1.024,5.120,0.000,0.000,49570000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.906445,0.248,12.390,0,Hardware: Independent Flip,5.576,12.390,12.390,0.000,-1.239,6.195,0.000,0.000,49580000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.919394,0.259,12.949,0,Hardware: Independent Flip,5.827,12.949,12.949,0.000,-1.295,6.475,0.000,0.000,49590000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.932474,0.262,13.080,0,Hardware: Independent Flip,5.886,13.080,13.080,0.000,-1.308,6.540,0.000,0.000,49600000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.944675,0.244,12.201,0,Hardware: Independent Flip,5.491,12.201,12.201,0.000,-1.220,6.101,0.000,0.000,49610000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.958395,0.274,13.720,0,Hardware: Independent Flip,6.174,13.720,13.720,0.000,-1.372,6.860,0.000,0.000,49620000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.971478,0.262,13.083,0,Hardware: Independent Flip,5.887,13.083,13.083,0.000,-1.308,6.542,0.000,0.000,49630000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.984418,0.259,12.940,0,Hardware: Independent Flip,5.823,12.940,12.940,0.000,-1.294,6.470,0.000,0.000,49640000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,57.996483,0.241,12.065,0,Hardware: Independent Flip,5.429,12.065,12.065,0.000,-1.207,6.033,0.000,0.000,49650000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.009489,0.260,13.006,0,Hardware: Independent Flip,5.853,13.006,13.006,0.000,-1.301,6.503,0.000,0.000,49660000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.022281,0.256,12.792,0,Hardware: Independent Flip,5.756,12.792,12.792,0.000,-1.279,6.396,0.000,0.000,49670000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.031504,0.184,9.223,0,Hardware: Independent Flip,4.150,9.223,9.223,0.000,-0.922,4.611,0.000,0.000,49680000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.044008,0.250,12.505,0,Hardware: Independent Flip,5.627,12.505,12.505,0.000,-1.250,6.252,0.000,0.000,49690000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.057409,0.268,13.400,0,Hardware: Independent Flip,6.030,13.400,13.400,0.000,-1.340,6.700,0.000,0.000,49700000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.070189,0.256,12.780,0,Hardware: Independent Flip,5.751,12.780,12.780,0.000,-1.278,6.390,0.000,0.000,49710000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.083248,0.261,13.060,0,Hardware: Independent Flip,5.877,13.060,13.060,0.000,-1.306,6.530,0.000,0.000,49720000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.096792,0.271,13.544,0,Hardware: Independent Flip,6.095,13.544,13.544,0.000,-1.354,6.772,0.000,0.000,49730000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.111098,0.286,14.305,0,Hardware: Independent Flip,6.437,14.305,14.305,0.000,-1.431,7.153,0.000,0.000,49740000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.122134,0.221,11.036,0,Hardware: Independent Flip,4.966,11.036,11.036,0.000,-1.104,5.518,0.000,0.000,49750000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.134553,0.248,12.418,0,Hardware: Independent Flip,5.588,12.418,12.418,0.000,-1.242,6.209,0.000,0.000,49760000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.148348,0.276,13.796,0,Hardware: Independent Flip,6.208,13.796,13.796,0.000,-1.380,6.898,0.000,0.000,49770000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.163361,0.300,15.013,0,Hardware: Independent Flip,6.756,15.013,15.013,0.000,-1.501,7.507,0.000,0.000,49780000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.176232,0.257,12.871,0,Hardware: Independent Flip,5.792,12.871,12.871,0.000,-1.287,6.435,0.000,0.000,49790000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.188613,0.248,12.381,0,Hardware: Independent Flip,5.571,12.381,12.381,0.000,-1.238,6.190,0.000,0.000,49800000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.199083,0.209,10.470,0,Hardware: Independent Flip,4.711,10.470,10.470,0.000,-1.047,5.235,0.000,0.000,49810000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.210746,0.233,11.663,0,Hardware: Independent Flip,5.248,11.663,11.663,0.000,-1.166,5.832,0.000,0.000,49820000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.222744,0.240,11.997,0,Hardware: Independent Flip,5.399,11.997,11.997,0.000,-1.200,5.999,0.000,0.000,49830000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.234990,0.245,12.246,0,Hardware: Independent Flip,5.511,12.246,12.246,0.000,-1.225,6.123,0.000,0.000,49840000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.248557,0.271,13.567,0,Hardware: Independent Flip,6.105,13.567,13.567,0.000,-1.357,6.784,0.000,0.000,49850000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.261016,0.249,12.458,0,Hardware: Independent Flip,5.606,12.458,12.458,0.000,-1.246,6.229,0.000,0.000,49860000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.275887,0.297,14.871,0,Hardware: Independent Flip,6.692,14.871,14.871,0.000,-1.487,7.436,0.000,0.000,49870000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.286072,0.204,10.185,0,Hardware: Independent Flip,4.583,10.185,10.185,0.000,-1.018,5.092,0.000,0.000,49880000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.297730,0.233,11.658,0,Hardware: Independent Flip,5.246,11.658,11.658,0.000,-1.166,5.829,0.000,0.000,49890000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.309873,0.243,12.143,0,Hardware: Independent Flip,5.465,12.143,12.143,0.000,-1.214,6.072,0.000,0.000,49900000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.321567,0.234,11.693,0,Hardware: Independent Flip,5.262,11.693,11.693,0.000,-1.169,5.847,0.000,0.000,49910000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.333272,0.234,11.705,0,Hardware: Independent Flip,5.267,11.705,11.705,0.000,-1.170,5.852,0.000,0.000,49920000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.347575,0.286,14.303,0,Hardware: Independent Flip,6.437,14.303,14.303,0.000,-1.430,7.152,0.000,0.000,49930000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.360673,0.262,13.098,0,Hardware: Independent Flip,5.894,13.098,13.098,0.000,-1.310,6.549,0.000,0.000,49940000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.372701,0.241,12.028,0,Hardware: Independent Flip,5.413,12.028,12.028,0.000,-1.203,6.014,0.000,0.000,49950000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.383158,0.209,10.457,0,Hardware: Independent Flip,4.706,10.457,10.457,0.000,-1.046,5.229,0.000,0.000,49960000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.397739,0.292,14.580,0,Hardware: Independent Flip,6.561,14.580,14.580,0.000,-1.458,7.290,0.000,0.000,49970000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.410714,0.260,12.975,0,Hardware: Independent Flip,5.839,12.975,12.975,0.000,-1.298,6.488,0.000,0.000,49980000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.423916,0.264,13.202,0,Hardware: Independent Flip,5.941,13.202,13.202,0.000,-1.320,6.601,0.000,0.000,49990000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.435362,0.229,11.446,0,Hardware: Independent Flip,5.150,11.446,11.446,0.000,-1.145,5.723,0.000,0.000,50000000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.448448,0.262,13.086,0,Hardware: Independent Flip,5.889,13.086,13.086,0.000,-1.309,6.543,0.000,0.000,50010000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.460411,0.239,11.964,0,Hardware: Independent Flip,5.384,11.964,11.964,0.000,-1.196,5.982,0.000,0.000,50020000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.473864,0.269,13.453,0,Hardware: Independent Flip,6.054,13.453,13.453,0.000,-1.345,6.726,0.000,0.000,50030000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.486944,0.262,13.080,0,Hardware: Independent Flip,5.886,13.080,13.080,0.000,-1.308,6.540,0.000,0.000,50040000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.498197,0.225,11.254,0,Hardware: Independent Flip,5.064,11.254,11.254,0.000,-1.125,5.627,0.000,0.000,50050000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.507387,0.184,9.190,0,Hardware: Independent Flip,4.135,9.190,9.190,0.000,-0.919,4.595,0.000,0.000,50060000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.518002,0.212,10.615,0,Hardware: Independent Flip,4.777,10.615,10.615,0.000,-1.061,5.307,0.000,0.000,50070000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.532453,0.289,14.451,0,Hardware: Independent Flip,6.503,14.451,14.451,0.000,-1.445,7.226,0.000,0.000,50080000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.542420,0.199,9.967,0,Hardware: Independent Flip,4.485,9.967,9.967,0.000,-0.997,4.984,0.000,0.000,50090000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.555402,0.260,12.982,0,Hardware: Independent Flip,5.842,12.982,12.982,0.000,-1.298,6.491,0.000,0.000,50100000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.568374,0.259,12.972,0,Hardware: Independent Flip,5.837,12.972,12.972,0.000,-1.297,6.486,0.000,0.000,50110000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.577844,0.189,9.470,0,Hardware: Independent Flip,4.261,9.470,9.470,0.000,-0.947,4.735,0.000,0.000,50120000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.591062,0.264,13.218,0,Hardware: Independent Flip,5.948,13.218,13.218,0.000,-1.322,6.609,0.000,0.000,50130000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.603298,0.245,12.236,0,Hardware: Independent Flip,5.506,12.236,12.236,0.000,-1.224,6.118,0.000,0.000,50140000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.613920,0.212,10.622,0,Hardware: Independent Flip,4.780,10.622,10.622,0.000,-1.062,5.311,0.000,0.000,50150000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.626955,0.261,13.035,0,Hardware: Independent Flip,5.866,13.035,13.035,0.000,-1.303,6.517,0.000,0.000,50160000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.638774,0.236,11.819,0,Hardware: Independent Flip,5.319,11.819,11.819,0.000,-1.182,5.909,0.000,0.000,50170000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.650552,0.236,11.779,0,Hardware: Independent Flip,5.300,11.779,11.779,0.000,-1.178,5.889,0.000,0.000,50180000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.662055,0.230,11.503,0,Hardware: Independent Flip,5.177,11.503,11.503,0.000,-1.150,5.752,0.000,0.000,50190000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.675530,0.269,13.474,0,Hardware: Independent Flip,6.063,13.474,13.474,0.000,-1.347,6.737,0.000,0.000,50200000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.689233,0.274,13.703,0,Hardware: Independent Flip,6.166,13.703,13.703,0.000,-1.370,6.851,0.000,0.000,50210000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.703339,0.282,14.106,0,Hardware: Independent Flip,6.348,14.106,14.106,0.000,-1.411,7.053,0.000,0.000,50220000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.717715,0.288,14.376,0,Hardware: Independent Flip,6.469,14.376,14.376,0.000,-1.438,7.188,0.000,0.000,50230000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.729039,0.226,11.324,0,Hardware: Independent Flip,5.096,11.324,11.324,0.000,-1.132,5.662,0.000,0.000,50240000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.741269,0.245,12.230,0,Hardware: Independent Flip,5.503,12.230,12.230,0.000,-1.223,6.115,0.000,0.000,50250000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.753672,0.248,12.403,0,Hardware: Independent Flip,5.582,12.403,12.403,0.000,-1.240,6.202,0.000,0.000,50260000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.769566,0.318,15.894,0,Hardware: Independent Flip,7.152,15.894,15.894,0.000,-1.589,7.947,0.000,0.000,50270000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.781031,0.229,11.465,0,Hardware: Independent Flip,5.159,11.465,11.465,0.000,-1.147,5.733,0.000,0.000,50280000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.793810,0.256,12.779,0,Hardware: Independent Flip,5.751,12.779,12.779,0.000,-1.278,6.390,0.000,0.000,50290000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.804640,0.217,10.829,0,Hardware: Independent Flip,4.873,10.829,10.829,0.000,-1.083,5.415,0.000,0.000,50300000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.815341,0.214,10.702,0,Hardware: Independent Flip,4.816,10.702,10.702,0.000,-1.070,5.351,0.000,0.000,50310000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.830258,0.298,14.917,0,Hardware: Independent Flip,6.713,14.917,14.917,0.000,-1.492,7.458,0.000,0.000,50320000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.842592,0.247,12.333,0,Hardware: Independent Flip,5.550,12.333,12.333,0.000,-1.233,6.167,0.000,0.000,50330000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.856360,0.275,13.768,0,Hardware: Independent Flip,6.196,13.768,13.768,0.000,-1.377,6.884,0.000,0.000,50340000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.870027,0.273,13.667,0,Hardware: Independent Flip,6.150,13.667,13.667,0.000,-1.367,6.833,0.000,0.000,50350000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.881352,0.227,11.325,0,Hardware: Independent Flip,5.096,11.325,11.325,0.000,-1.133,5.663,0.000,0.000,50360000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.893655,0.246,12.303,0,Hardware: Independent Flip,5.536,12.303,12.303,0.000,-1.230,6.152,0.000,0.000,50370000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.907573,0.278,13.918,0,Hardware: Independent Flip,6.263,13.918,13.918,0.000,-1.392,6.959,0.000,0.000,50380000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.920453,0.258,12.880,0,Hardware: Independent Flip,5.796,12.880,12.880,0.000,-1.288,6.440,0.000,0.000,50390000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.932457,0.240,12.003,0,Hardware: Independent Flip,5.402,12.003,12.003,0.000,-1.200,6.002,0.000,0.000,50400000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.943753,0.226,11.296,0,Hardware: Independent Flip,5.083,11.296,11.296,0.000,-1.130,5.648,0.000,0.000,50410000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.957317,0.271,13.564,0,Hardware: Independent Flip,6.104,13.564,13.564,0.000,-1.356,6.782,0.000,0.000,50420000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.968648,0.227,11.331,0,Hardware: Independent Flip,5.099,11.331,11.331,0.000,-1.133,5.665,0.000,0.000,50430000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.982362,0.274,13.714,0,Hardware: Independent Flip,6.171,13.714,13.714,0.000,-1.371,6.857,0.000,0.000,50440000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,58.994273,0.238,11.911,0,Hardware: Independent Flip,5.360,11.911,11.911,0.000,-1.191,5.955,0.000,0.000,50450000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,59.006236,0.239,11.963,0,Hardware: Independent Flip,5.383,11.963,11.963,0.000,-1.196,5.982,0.000,0.000,50460000
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,59.017605,0.227,11.369,0,Hardware: Independent Flip,5.116,11.369,11.369,0.000,-1.137,5.685,0.000,0.000,50470000
