Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,FrameType,CPUStartQPC,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,VideoBusy,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency,InstrumentedLatency
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41720000,14.5449,12.5086,2.0363,0.7272,7.2724,7.2724,7.2724,0.0000,29.3927,14.5449,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41730000,12.3297,10.6036,1.7262,0.6165,6.1649,6.1649,6.1649,0.0000,24.8465,12.3297,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41740000,12.0374,10.3522,1.6852,0.6019,6.0187,6.0187,6.0187,0.0000,25.0078,12.0374,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41750000,12.2874,10.5672,1.7202,0.6144,6.1437,6.1437,6.1437,0.0000,23.4880,12.2874,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41760000,12.7356,10.9526,1.7830,0.6368,6.3678,6.3678,6.3678,0.0000,24.3619,12.7356,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41770000,12.1040,10.4094,1.6946,0.6052,6.0520,6.0520,6.0520,0.0000,24.2503,12.1040,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41780000,13.8519,11.9127,1.9393,0.6926,6.9260,6.9260,6.9260,0.0000,28.8483,13.8519,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41790000,10.5283,9.0543,1.4740,0.5264,5.2641,5.2641,5.2641,0.0000,21.7048,10.5283,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41800000,12.2047,10.4961,1.7087,0.6102,6.1024,6.1024,6.1024,0.0000,26.1780,12.2047,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41810000,8.2911,7.1303,1.1607,0.4146,4.1455,4.1455,4.1455,0.0000,16.8163,8.2911,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41820000,11.6154,9.9893,1.6262,0.5808,5.8077,5.8077,5.8077,0.0000,23.8267,11.6154,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41830000,11.1990,9.6311,1.5679,0.5600,5.5995,5.5995,5.5995,0.0000,23.7578,11.1990,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41840000,12.4534,10.7099,1.7435,0.6227,6.2267,6.2267,6.2267,0.0000,25.7491,12.4534,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41850000,11.8599,10.1995,1.6604,0.5930,5.9299,5.9299,5.9299,0.0000,22.6295,11.8599,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41860000,11.0096,9.4683,1.5414,0.5505,5.5048,5.5048,5.5048,0.0000,24.0021,11.0096,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41870000,12.8801,11.0769,1.8032,0.6440,6.4401,6.4401,6.4401,0.0000,25.0598,12.8801,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41880000,11.1458,9.5854,1.5604,0.5573,5.5729,5.5729,5.5729,0.0000,23.8954,11.1458,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41890000,13.9320,11.9815,1.9505,0.6966,6.9660,6.9660,6.9660,0.0000,26.0966,13.9320,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41900000,12.6954,10.9181,1.7774,0.6348,6.3477,6.3477,6.3477,0.0000,26.7503,12.6954,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41910000,11.9454,10.2730,1.6724,0.5973,5.9727,5.9727,5.9727,0.0000,24.1213,11.9454,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41920000,13.7497,11.8247,1.9250,0.6875,6.8748,6.8748,6.8748,0.0000,27.1117,13.7497,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41930000,13.8801,11.9369,1.9432,0.6940,6.9401,6.9401,6.9401,0.0000,27.2623,13.8801,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41940000,12.3531,10.6237,1.7294,0.6177,6.1765,6.1765,6.1765,0.0000,24.0058,12.3531,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41950000,16.0583,13.8101,2.2482,0.8029,8.0291,8.0291,8.0291,0.0000,33.9224,16.0583,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41960000,10.9332,9.4025,1.5306,0.5467,5.4666,5.4666,5.4666,0.0000,19.4105,10.9332,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41970000,10.8775,9.3547,1.5229,0.5439,5.4388,5.4388,5.4388,0.0000,20.9961,10.8775,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41980000,10.4380,8.9766,1.4613,0.5219,5.2190,5.2190,5.2190,0.0000,22.3293,10.4380,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,41990000,11.2611,9.6845,1.5765,0.5631,5.6305,5.6305,5.6305,0.0000,21.6931,11.2611,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42000000,13.5426,11.6466,1.8960,0.6771,6.7713,6.7713,6.7713,0.0000,28.3901,13.5426,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42010000,12.3372,10.6100,1.7272,0.6169,6.1686,6.1686,6.1686,0.0000,26.5276,12.3372,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42020000,14.4104,12.3930,2.0175,0.7205,7.2052,7.2052,7.2052,0.0000,27.7000,14.4104,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42030000,10.3349,8.8880,1.4469,0.5167,5.1675,5.1675,5.1675,0.0000,20.0662,10.3349,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42040000,13.6177,11.7112,1.9065,0.6809,6.8088,6.8088,6.8088,0.0000,26.1323,13.6177,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42050000,14.0404,12.0747,1.9657,0.7020,7.0202,7.0202,7.0202,0.0000,26.4750,14.0404,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42060000,13.4395,11.5579,1.8815,0.6720,6.7197,6.7197,6.7197,0.0000,26.5019,13.4395,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42070000,14.6452,12.5949,2.0503,0.7323,7.3226,7.3226,7.3226,0.0000,30.6742,14.6452,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42080000,14.7872,12.7170,2.0702,0.7394,7.3936,7.3936,7.3936,0.0000,28.3424,14.7872,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42090000,12.1710,10.4671,1.7039,0.6086,6.0855,6.0855,6.0855,0.0000,24.6890,12.1710,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42100000,15.5246,13.3512,2.1734,0.7762,7.7623,7.7623,7.7623,0.0000,32.1890,15.5246,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42110000,11.8272,10.1714,1.6558,0.5914,5.9136,5.9136,5.9136,0.0000,25.9104,11.8272,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42120000,12.7405,10.9568,1.7837,0.6370,6.3702,6.3702,6.3702,0.0000,25.4298,12.7405,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42130000,10.9600,9.4256,1.5344,0.5480,5.4800,5.4800,5.4800,0.0000,20.3587,10.9600,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42140000,13.6961,11.7787,1.9175,0.6848,6.8481,6.8481,6.8481,0.0000,27.1471,13.6961,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42150000,14.1373,12.1580,1.9792,0.7069,7.0686,7.0686,7.0686,0.0000,30.2464,14.1373,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42160000,13.2158,11.3656,1.8502,0.6608,6.6079,6.6079,6.6079,0.0000,26.2551,13.2158,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42170000,13.9708,12.0149,1.9559,0.6985,6.9854,6.9854,6.9854,0.0000,26.3553,13.9708,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42180000,11.1406,9.5809,1.5597,0.5570,5.5703,5.5703,5.5703,0.0000,20.7245,11.1406,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42190000,12.1054,10.4106,1.6948,0.6053,6.0527,6.0527,6.0527,0.0000,23.8405,12.1054,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42200000,12.4426,10.7006,1.7420,0.6221,6.2213,6.2213,6.2213,0.0000,24.6608,12.4426,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42210000,13.9851,12.0272,1.9579,0.6993,6.9926,6.9926,6.9926,0.0000,27.4711,13.9851,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42220000,13.2868,11.4266,1.8601,0.6643,6.6434,6.6434,6.6434,0.0000,26.7486,13.2868,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42230000,12.9307,11.1204,1.8103,0.6465,6.4654,6.4654,6.4654,0.0000,26.5003,12.9307,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42240000,11.9277,10.2578,1.6699,0.5964,5.9638,5.9638,5.9638,0.0000,22.9814,11.9277,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42250000,13.2870,11.4268,1.8602,0.6643,6.6435,6.6435,6.6435,0.0000,28.9696,13.2870,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42260000,13.5236,11.6303,1.8933,0.6762,6.7618,6.7618,6.7618,0.0000,28.7585,13.5236,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42270000,12.9269,11.1171,1.8098,0.6463,6.4634,6.4634,6.4634,0.0000,27.3536,12.9269,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42280000,12.6318,10.8634,1.7685,0.6316,6.3159,6.3159,6.3159,0.0000,24.9479,12.6318,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42290000,13.6192,11.7125,1.9067,0.6810,6.8096,6.8096,6.8096,0.0000,27.5442,13.6192,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42300000,10.2228,8.7916,1.4312,0.5111,5.1114,5.1114,5.1114,0.0000,20.5952,10.2228,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42310000,13.2297,11.3776,1.8522,0.6615,6.6149,6.6149,6.6149,0.0000,28.0834,13.2297,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42320000,12.2798,10.5606,1.7192,0.6140,6.1399,6.1399,6.1399,0.0000,23.8246,12.2798,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42330000,13.0437,11.2176,1.8261,0.6522,6.5218,6.5218,6.5218,0.0000,25.3131,13.0437,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42340000,11.8483,10.1895,1.6588,0.5924,5.9241,5.9241,5.9241,0.0000,23.0358,11.8483,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42350000,13.3119,11.4482,1.8637,0.6656,6.6559,6.6559,6.6559,0.0000,25.3897,13.3119,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42360000,11.0659,9.5166,1.5492,0.5533,5.5329,5.5329,5.5329,0.0000,22.3825,11.0659,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42370000,12.3412,10.6134,1.7278,0.6171,6.1706,6.1706,6.1706,0.0000,25.5089,12.3412,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42380000,12.9346,11.1238,1.8108,0.6467,6.4673,6.4673,6.4673,0.0000,25.4817,12.9346,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42390000,11.8443,10.1861,1.6582,0.5922,5.9222,5.9222,5.9222,0.0000,23.0413,11.8443,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42400000,13.4867,11.5986,1.8881,0.6743,6.7433,6.7433,6.7433,0.0000,25.5957,13.4867,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42410000,14.4630,12.4382,2.0248,0.7232,7.2315,7.2315,7.2315,0.0000,27.0562,14.4630,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42420000,13.5336,11.6389,1.8947,0.6767,6.7668,6.7668,6.7668,0.0000,28.9110,13.5336,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42430000,13.1890,11.3426,1.8465,0.6595,6.5945,6.5945,6.5945,0.0000,27.1335,13.1890,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42440000,11.9318,10.2613,1.6705,0.5966,5.9659,5.9659,5.9659,0.0000,23.9494,11.9318,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42450000,11.0955,9.5421,1.5534,0.5548,5.5477,5.5477,5.5477,0.0000,24.5294,11.0955,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42460000,11.8614,10.2008,1.6606,0.5931,5.9307,5.9307,5.9307,0.0000,24.0105,11.8614,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42470000,11.5883,9.9660,1.6224,0.5794,5.7942,5.7942,5.7942,0.0000,21.9292,11.5883,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42480000,12.7945,11.0033,1.7912,0.6397,6.3973,6.3973,6.3973,0.0000,26.7560,12.7945,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42490000,12.6616,10.8890,1.7726,0.6331,6.3308,6.3308,6.3308,0.0000,26.4769,12.6616,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42500000,15.3761,13.2234,2.1527,0.7688,7.6880,7.6880,7.6880,0.0000,31.4024,15.3761,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42510000,13.4048,11.5281,1.8767,0.6702,6.7024,6.7024,6.7024,0.0000,24.8294,13.4048,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42520000,10.2972,8.8556,1.4416,0.5149,5.1486,5.1486,5.1486,0.0000,19.2241,10.2972,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42530000,12.3903,10.6557,1.7346,0.6195,6.1952,6.1952,6.1952,0.0000,24.5237,12.3903,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42540000,12.4679,10.7224,1.7455,0.6234,6.2340,6.2340,6.2340,0.0000,24.2395,12.4679,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42550000,14.7894,12.7189,2.0705,0.7395,7.3947,7.3947,7.3947,0.0000,27.1881,14.7894,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42560000,11.6390,10.0095,1.6295,0.5819,5.8195,5.8195,5.8195,0.0000,22.4697,11.6390,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42570000,13.7587,11.8324,1.9262,0.6879,6.8793,6.8793,6.8793,0.0000,29.0291,13.7587,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42580000,14.2797,12.2805,1.9992,0.7140,7.1398,7.1398,7.1398,0.0000,29.0120,14.2797,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42590000,12.9436,11.1315,1.8121,0.6472,6.4718,6.4718,6.4718,0.0000,25.7078,12.9436,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42600000,12.0425,10.3565,1.6859,0.6021,6.0212,6.0212,6.0212,0.0000,24.6929,12.0425,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42610000,12.0514,10.3642,1.6872,0.6026,6.0257,6.0257,6.0257,0.0000,23.8652,12.0514,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42620000,13.2931,11.4320,1.8610,0.6647,6.6465,6.6465,6.6465,0.0000,27.1118,13.2931,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42630000,10.3693,8.9176,1.4517,0.5185,5.1847,5.1847,5.1847,0.0000,19.6463,10.3693,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42640000,9.6725,8.3184,1.3542,0.4836,4.8363,4.8363,4.8363,0.0000,19.9237,9.6725,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42650000,12.7519,10.9666,1.7853,0.6376,6.3759,6.3759,6.3759,0.0000,28.0552,12.7519,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42660000,13.1915,11.3447,1.8468,0.6596,6.5958,6.5958,6.5958,0.0000,25.1217,13.1915,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42670000,12.5901,10.8275,1.7626,0.6295,6.2950,6.2950,6.2950,0.0000,24.9544,12.5901,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42680000,12.4199,10.6811,1.7388,0.6210,6.2099,6.2099,6.2099,0.0000,25.5071,12.4199,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42690000,11.8885,10.2241,1.6644,0.5944,5.9442,5.9442,5.9442,0.0000,20.9357,11.8885,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42700000,10.3736,8.9213,1.4523,0.5187,5.1868,5.1868,5.1868,0.0000,22.1448,10.3736,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42710000,14.9640,12.8691,2.0950,0.7482,7.4820,7.4820,7.4820,0.0000,30.3351,14.9640,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42720000,14.8355,12.7585,2.0770,0.7418,7.4178,7.4178,7.4178,0.0000,30.6302,14.8355,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42730000,11.4198,9.8211,1.5988,0.5710,5.7099,5.7099,5.7099,0.0000,23.0764,11.4198,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42740000,12.8416,11.0438,1.7978,0.6421,6.4208,6.4208,6.4208,0.0000,27.5871,12.8416,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42750000,13.3171,11.4527,1.8644,0.6659,6.6585,6.6585,6.6585,0.0000,27.4821,13.3171,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42760000,13.5384,11.6431,1.8954,0.6769,6.7692,6.7692,6.7692,0.0000,27.6378,13.5384,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42770000,11.5284,9.9144,1.6140,0.5764,5.7642,5.7642,5.7642,0.0000,24.0990,11.5284,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42780000,14.2126,12.2228,1.9898,0.7106,7.1063,7.1063,7.1063,0.0000,28.8309,14.2126,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42790000,11.9643,10.2893,1.6750,0.5982,5.9822,5.9822,5.9822,0.0000,24.2501,11.9643,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42800000,11.4308,9.8305,1.6003,0.5715,5.7154,5.7154,5.7154,0.0000,22.7320,11.4308,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42810000,13.5264,11.6327,1.8937,0.6763,6.7632,6.7632,6.7632,0.0000,27.6434,13.5264,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42820000,10.8535,9.3340,1.5195,0.5427,5.4268,5.4268,5.4268,0.0000,20.8243,10.8535,NA,NA,NA,NA,NA,NA
stutterscope-synthetic-demo.exe,4242,0x000001,DXGI,0,0,0,Hardware: Independent Flip,Application,42830000,13.8228,11.8876,1.9352,0.6911,6.9114,6.9114,6.9114,0.0000,26.8983,13.8228,NA,NA,NA,NA,NA,NA
